,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team
24,Facundo Echevarría,ar ARG,"MF,FW",21-217,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,DefensayJust
25,Nicolás Blandi,ar ARG,MF,34-051,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,DefensayJust
26,Tiago Serrago,ar ARG,MF,20-028,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,DefensayJust
27,Esteban Burgos,ar ARG,DF,32-055,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
28,Lucas Escobar,ar ARG,GK,21-293,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
29,Ulises Giménez,ar ARG,DF,18-063,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
30,Valentín Larralde,ar ARG,MF,23-110,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
31,Esteban Lucero,ar ARG,DF,18-219,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
32,Agustín Sant'Anna,uy URU,DF,26-159,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
33,Matías Sosa,ar ARG,FW,22-199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,DefensayJust
34,Squad Total,,,27.0,8,88,720,8.0,9,7,16,9,0,0,10,1,8.2,8.2,6.1,14.3,120,307,266,1.13,0.87,2.00,1.13,2.00,1.03,0.76,1.79,1.03,1.79,,DefensayJust
35,Opponent Total,,,27.6,8,88,720,8.0,10,7,17,9,1,1,14,0,10.5,9.7,7.0,16.7,118,239,235,1.25,0.87,2.12,1.13,2.00,1.31,0.88,2.19,1.21,2.09,,DefensayJust
